,Epoch,Batch,Loss
0,0,0,151.4176025390625
1,0,1,140.7814178466797
2,1,0,132.72271728515625
3,1,1,124.41813659667969
4,2,0,122.51551055908203
5,2,1,107.35035705566406
6,3,0,113.54602813720703
7,3,1,115.22661590576172
8,4,0,109.8281478881836
9,4,1,91.66837310791016
10,5,0,102.17133331298828
11,5,1,92.2569808959961
12,6,0,96.27799224853516
13,6,1,99.48989868164062
14,7,0,91.67141723632812
15,7,1,89.69891357421875
16,8,0,87.88145446777344
17,8,1,83.20797729492188
18,9,0,83.84783935546875
19,9,1,79.41941833496094
20,10,0,79.8400650024414
21,10,1,78.91639709472656
22,11,0,76.24401092529297
23,11,1,73.10015106201172
24,12,0,72.42713165283203
25,12,1,70.17009735107422
26,13,0,68.0916519165039
27,13,1,70.75813293457031
28,14,0,64.49142456054688
29,14,1,62.0318717956543
30,15,0,59.70387268066406
31,15,1,62.36943435668945
32,16,0,55.90857696533203
33,16,1,53.9702262878418
34,17,0,51.9797248840332
35,17,1,53.25645065307617
36,18,0,47.574607849121094
37,18,1,45.93760299682617
38,19,0,43.65158462524414
39,19,1,39.70176696777344
40,20,0,40.869544982910156
41,20,1,32.665069580078125
42,21,0,35.85247802734375
43,21,1,36.07719421386719
44,22,0,33.737003326416016
45,22,1,34.21938705444336
46,23,0,30.43873405456543
47,23,1,37.05086898803711
48,24,0,29.813657760620117
49,24,1,26.636837005615234
50,25,0,26.434894561767578
51,25,1,22.136018753051758
52,26,0,23.637348175048828
53,26,1,27.309572219848633
54,27,0,21.281417846679688
55,27,1,22.52294921875
56,28,0,19.722999572753906
57,28,1,17.227188110351562
58,29,0,18.768945693969727
59,29,1,10.12234115600586
60,30,0,16.6280517578125
61,30,1,17.032615661621094
62,31,0,14.763145446777344
63,31,1,10.206539154052734
64,32,0,14.348958969116211
65,32,1,10.321471214294434
66,33,0,12.85511589050293
67,33,1,13.301149368286133
68,34,0,9.820530891418457
69,34,1,18.452152252197266
70,35,0,11.281280517578125
71,35,1,7.9525604248046875
72,36,0,10.463040351867676
73,36,1,3.97836971282959
74,37,0,9.99525260925293
75,37,1,4.172176361083984
76,38,0,8.265531539916992
77,38,1,10.637802124023438
78,39,0,7.370844841003418
79,39,1,8.412508010864258
80,40,0,6.115606307983398
81,40,1,8.97048282623291
82,41,0,6.584630966186523
83,41,1,3.959080457687378
84,42,0,5.579259395599365
85,42,1,4.234987258911133
86,43,0,4.850664138793945
87,43,1,10.217988014221191
88,44,0,5.499851226806641
89,44,1,-1.5628819465637207
90,45,0,4.368840217590332
91,45,1,7.348763465881348
92,46,0,4.769608497619629
93,46,1,-2.540015697479248
94,47,0,3.6358747482299805
95,47,1,3.6707465648651123
96,48,0,3.363060474395752
97,48,1,2.135833501815796
98,49,0,3.2227373123168945
99,49,1,2.059548854827881
100,50,0,2.5707292556762695
101,50,1,3.2186620235443115
102,51,0,2.3858628273010254
103,51,1,6.931352615356445
104,52,0,2.806368112564087
105,52,1,-0.20379209518432617
106,53,0,2.5210039615631104
107,53,1,-1.6384687423706055
108,54,0,1.4293549060821533
109,54,1,-0.909632682800293
110,55,0,1.3295772075653076
111,55,1,2.8052778244018555
112,56,0,0.7761831283569336
113,56,1,2.493680477142334
114,57,0,1.717778205871582
115,57,1,-4.214084625244141
116,58,0,0.8323884010314941
117,58,1,-2.4841814041137695
118,59,0,-0.08239078521728516
119,59,1,-2.4536943435668945
120,60,0,-0.23244619369506836
121,60,1,0.6349282264709473
122,61,0,-0.5198802947998047
123,61,1,1.9005367755889893
124,62,0,0.6358094215393066
125,62,1,-9.607331275939941
126,63,0,-0.9143786430358887
127,63,1,-1.938410758972168
128,64,0,-0.2924938201904297
129,64,1,-3.457756519317627
130,65,0,-0.7176551818847656
131,65,1,-6.521594524383545
132,66,0,-1.4565954208374023
133,66,1,0.2684307098388672
134,67,0,-1.9447145462036133
135,67,1,0.8551025390625
136,68,0,-1.1421637535095215
137,68,1,-6.969465255737305
138,69,0,-1.4182682037353516
139,69,1,-7.380597114562988
140,70,0,-3.084362030029297
141,70,1,1.2549357414245605
142,71,0,-1.452868938446045
143,71,1,-4.643974304199219
144,72,0,-2.7788476943969727
145,72,1,-1.14113187789917
146,73,0,-2.3646388053894043
147,73,1,-7.378322124481201
148,74,0,-2.263896942138672
149,74,1,-6.551044464111328
150,75,0,-3.31150484085083
151,75,1,-2.6101527214050293
152,76,0,-3.9534687995910645
153,76,1,2.0022287368774414
154,77,0,-2.318516254425049
155,77,1,-10.990796089172363
156,78,0,-3.527355670928955
157,78,1,-5.559523105621338
158,79,0,-3.65543270111084
159,79,1,-3.0725631713867188
160,80,0,-3.0154285430908203
161,80,1,-10.182167053222656
162,81,0,-3.5207810401916504
163,81,1,-6.3192949295043945
164,82,0,-4.223264694213867
165,82,1,-2.233015537261963
166,83,0,-4.249737739562988
167,83,1,-5.888913631439209
168,84,0,-3.6779603958129883
169,84,1,-6.103724002838135
170,85,0,-3.8938822746276855
171,85,1,-10.375959396362305
172,86,0,-4.062567710876465
173,86,1,-7.272615909576416
174,87,0,-4.852239608764648
175,87,1,-8.186298370361328
176,88,0,-4.840101718902588
177,88,1,-5.387146949768066
178,89,0,-4.897170066833496
179,89,1,-7.421386241912842
180,90,0,-5.582456588745117
181,90,1,-4.389113426208496
182,91,0,-5.7394185066223145
183,91,1,-5.75088357925415
184,92,0,-5.436367511749268
185,92,1,-8.091176986694336
186,93,0,-6.119196891784668
187,93,1,-2.1362552642822266
188,94,0,-6.083597183227539
189,94,1,-5.012817859649658
190,95,0,-5.316407680511475
191,95,1,-8.18537712097168
192,96,0,-6.103346347808838
193,96,1,-6.815436363220215
194,97,0,-6.059834003448486
195,97,1,-5.519603729248047
196,98,0,-6.657050609588623
197,98,1,-6.0593037605285645
198,99,0,-6.4692535400390625
199,99,1,-5.572896480560303
200,100,0,-7.072248935699463
201,100,1,-7.913071632385254
202,101,0,-7.028035640716553
203,101,1,-5.195077896118164
204,102,0,-7.118127346038818
205,102,1,-9.528560638427734
206,103,0,-7.753853797912598
207,103,1,-4.021350383758545
208,104,0,-7.588690757751465
209,104,1,-8.508173942565918
210,105,0,-6.109857082366943
211,105,1,-15.162420272827148
212,106,0,-7.374532222747803
213,106,1,-11.664045333862305
214,107,0,-7.603566646575928
215,107,1,-7.741459846496582
216,108,0,-7.235627174377441
217,108,1,-10.247322082519531
218,109,0,-7.450937747955322
219,109,1,-8.771644592285156
220,110,0,-8.042964935302734
221,110,1,-5.28988790512085
222,111,0,-7.869815349578857
223,111,1,-5.179620265960693
224,112,0,-8.846662521362305
225,112,1,-6.104833602905273
226,113,0,-8.022859573364258
227,113,1,-9.162384033203125
228,114,0,-8.099187850952148
229,114,1,-10.183671951293945
230,115,0,-9.327714920043945
231,115,1,-4.678508758544922
232,116,0,-8.395328521728516
233,116,1,-10.1206693649292
234,117,0,-8.98845100402832
235,117,1,-5.724304676055908
236,118,0,-8.167938232421875
237,118,1,-16.760974884033203
238,119,0,-8.458364486694336
239,119,1,-7.098402500152588
240,120,0,-8.552605628967285
241,120,1,-9.258753776550293
242,121,0,-8.068231582641602
243,121,1,-11.272510528564453
244,122,0,-9.411901473999023
245,122,1,-4.174622535705566
246,123,0,-8.885964393615723
247,123,1,-10.845211029052734
248,124,0,-8.756263732910156
249,124,1,-11.241195678710938
250,125,0,-8.992019653320312
251,125,1,-4.305914402008057
252,126,0,-9.301830291748047
253,126,1,-9.974126815795898
254,127,0,-8.881082534790039
255,127,1,-9.214138984680176
256,128,0,-9.554461479187012
257,128,1,-11.11209774017334
258,129,0,-9.503384590148926
259,129,1,-7.673916339874268
260,130,0,-9.163670539855957
261,130,1,-9.925043106079102
262,131,0,-9.098764419555664
263,131,1,-11.953034400939941
264,132,0,-9.580440521240234
265,132,1,-9.36029052734375
266,133,0,-10.053801536560059
267,133,1,-8.177127838134766
268,134,0,-10.074531555175781
269,134,1,-6.272013187408447
270,135,0,-10.186609268188477
271,135,1,-8.023388862609863
272,136,0,-10.297821998596191
273,136,1,-7.004362106323242
274,137,0,-9.702251434326172
275,137,1,-12.662429809570312
276,138,0,-10.0372953414917
277,138,1,-8.241830825805664
278,139,0,-9.780920028686523
279,139,1,-11.32899284362793
280,140,0,-10.519867897033691
281,140,1,-7.758922100067139
282,141,0,-9.92593765258789
283,141,1,-10.589996337890625
284,142,0,-9.611440658569336
285,142,1,-11.03843879699707
286,143,0,-10.728992462158203
287,143,1,-10.808247566223145
288,144,0,-9.983915328979492
289,144,1,-7.8020782470703125
290,145,0,-9.915630340576172
291,145,1,-12.219108581542969
292,146,0,-9.031893730163574
293,146,1,-15.053503036499023
294,147,0,-10.591773986816406
295,147,1,-8.807011604309082
296,148,0,-11.225746154785156
297,148,1,-7.359603404998779
298,149,0,-9.90490436553955
299,149,1,-13.052191734313965
300,150,0,-11.55592155456543
301,150,1,-6.307239055633545
302,151,0,-9.888572692871094
303,151,1,-12.434835433959961
304,152,0,-11.689558029174805
305,152,1,-7.102534770965576
306,153,0,-10.860448837280273
307,153,1,-12.065330505371094
308,154,0,-10.61136245727539
309,154,1,-9.003173828125
310,155,0,-11.545162200927734
311,155,1,-7.954559326171875
312,156,0,-10.948728561401367
313,156,1,-9.296395301818848
314,157,0,-10.964300155639648
315,157,1,-10.294389724731445
316,158,0,-11.195014953613281
317,158,1,-10.590385437011719
318,159,0,-11.37232780456543
319,159,1,-11.495174407958984
320,160,0,-10.906079292297363
321,160,1,-12.98572826385498
322,161,0,-11.32281494140625
323,161,1,-9.049995422363281
324,162,0,-10.469698905944824
325,162,1,-14.600767135620117
326,163,0,-11.029935836791992
327,163,1,-15.671731948852539
328,164,0,-11.898717880249023
329,164,1,-7.540841102600098
330,165,0,-11.099915504455566
331,165,1,-11.546375274658203
332,166,0,-11.837631225585938
333,166,1,-10.55677318572998
334,167,0,-11.873040199279785
335,167,1,-13.220870971679688
336,168,0,-12.320337295532227
337,168,1,-5.411430835723877
338,169,0,-11.451504707336426
339,169,1,-10.938003540039062
340,170,0,-12.475324630737305
341,170,1,-12.47323226928711
342,171,0,-12.43294906616211
343,171,1,-11.12806224822998
344,172,0,-10.90676498413086
345,172,1,-13.727149963378906
346,173,0,-11.418302536010742
347,173,1,-12.81648063659668
348,174,0,-12.588720321655273
349,174,1,-11.135990142822266
350,175,0,-12.306856155395508
351,175,1,-7.1743645668029785
352,176,0,-12.515636444091797
353,176,1,-8.778637886047363
354,177,0,-11.900617599487305
355,177,1,-12.87225341796875
356,178,0,-11.773130416870117
357,178,1,-10.946372032165527
358,179,0,-12.828067779541016
359,179,1,-11.695919036865234
360,180,0,-12.074047088623047
361,180,1,-17.527854919433594
362,181,0,-11.145341873168945
363,181,1,-16.518789291381836
364,182,0,-12.892194747924805
365,182,1,-11.953681945800781
366,183,0,-12.332918167114258
367,183,1,-11.070913314819336
368,184,0,-12.134224891662598
369,184,1,-11.753801345825195
370,185,0,-13.28756332397461
371,185,1,-12.01125717163086
372,186,0,-12.584973335266113
373,186,1,-12.0496244430542
374,187,0,-13.05811595916748
375,187,1,-9.862468719482422
376,188,0,-13.10053825378418
377,188,1,-9.975358963012695
378,189,0,-12.833948135375977
379,189,1,-10.620542526245117
380,190,0,-13.438491821289062
381,190,1,-6.601293087005615
382,191,0,-12.431387901306152
383,191,1,-14.277421951293945
384,192,0,-12.430038452148438
385,192,1,-16.824588775634766
386,193,0,-12.666401863098145
387,193,1,-15.225715637207031
388,194,0,-13.444103240966797
389,194,1,-13.396187782287598
390,195,0,-12.345162391662598
391,195,1,-14.93380355834961
392,196,0,-12.824941635131836
393,196,1,-15.285758972167969
394,197,0,-12.245078086853027
395,197,1,-12.296102523803711
396,198,0,-14.130590438842773
397,198,1,-10.700397491455078
398,199,0,-12.604219436645508
399,199,1,-16.849666595458984
400,200,0,-12.612378120422363
401,200,1,-15.036535263061523
402,201,0,-13.963399887084961
403,201,1,-7.014531135559082
404,202,0,-13.285821914672852
405,202,1,-11.091755867004395
406,203,0,-13.384664535522461
407,203,1,-10.973867416381836
408,204,0,-13.831905364990234
409,204,1,-12.807852745056152
410,205,0,-12.77151870727539
411,205,1,-15.864588737487793
412,206,0,-13.209345817565918
413,206,1,-12.673394203186035
414,207,0,-12.955621719360352
415,207,1,-14.417957305908203
416,208,0,-13.619792938232422
417,208,1,-13.822587966918945
418,209,0,-12.874009132385254
419,209,1,-17.552644729614258
420,210,0,-13.762392044067383
421,210,1,-11.651111602783203
422,211,0,-13.363607406616211
423,211,1,-17.373855590820312
424,212,0,-14.000821113586426
425,212,1,-12.90014362335205
426,213,0,-14.059694290161133
427,213,1,-13.745635986328125
428,214,0,-13.87034797668457
429,214,1,-11.098918914794922
430,215,0,-14.479621887207031
431,215,1,-10.721763610839844
432,216,0,-13.707474708557129
433,216,1,-13.640969276428223
434,217,0,-14.42874526977539
435,217,1,-11.23965835571289
436,218,0,-14.286651611328125
437,218,1,-14.636346817016602
438,219,0,-14.190461158752441
439,219,1,-9.811906814575195
440,220,0,-14.26082706451416
441,220,1,-12.976792335510254
442,221,0,-13.480417251586914
443,221,1,-15.443517684936523
444,222,0,-14.322453498840332
445,222,1,-12.512322425842285
446,223,0,-14.011492729187012
447,223,1,-14.443685531616211
448,224,0,-13.685028076171875
449,224,1,-19.267887115478516
450,225,0,-14.31259536743164
451,225,1,-14.929889678955078
452,226,0,-14.924965858459473
453,226,1,-11.393707275390625
454,227,0,-13.910307884216309
455,227,1,-17.37299919128418
456,228,0,-14.335521697998047
457,228,1,-13.146600723266602
458,229,0,-13.624908447265625
459,229,1,-20.08026885986328
460,230,0,-15.104948997497559
461,230,1,-9.764860153198242
462,231,0,-14.871891021728516
463,231,1,-12.76266098022461
464,232,0,-14.257997512817383
465,232,1,-17.052387237548828
466,233,0,-15.119564056396484
467,233,1,-13.441762924194336
468,234,0,-15.91215705871582
469,234,1,-8.952959060668945
470,235,0,-14.583972930908203
471,235,1,-15.992718696594238
472,236,0,-14.555624961853027
473,236,1,-19.20391082763672
474,237,0,-15.4383544921875
475,237,1,-15.063998222351074
476,238,0,-14.942739486694336
477,238,1,-13.987558364868164
478,239,0,-15.052006721496582
479,239,1,-14.597054481506348
480,240,0,-15.33948802947998
481,240,1,-13.30001163482666
482,241,0,-14.929943084716797
483,241,1,-19.408994674682617
484,242,0,-15.364487648010254
485,242,1,-16.145029067993164
486,243,0,-14.952219009399414
487,243,1,-17.06068992614746
488,244,0,-15.06443977355957
489,244,1,-15.034505844116211
490,245,0,-16.162647247314453
491,245,1,-14.177702903747559
492,246,0,-14.918886184692383
493,246,1,-18.18157958984375
494,247,0,-15.865694999694824
495,247,1,-14.363781929016113
496,248,0,-15.215989112854004
497,248,1,-18.817489624023438
498,249,0,-15.61325454711914
499,249,1,-14.276297569274902
500,250,0,-16.406387329101562
501,250,1,-10.809045791625977
502,251,0,-16.503684997558594
503,251,1,-9.449668884277344
504,252,0,-15.798999786376953
505,252,1,-16.63566780090332
506,253,0,-15.878201484680176
507,253,1,-16.864849090576172
508,254,0,-15.665700912475586
509,254,1,-16.84971809387207
510,255,0,-15.999649047851562
511,255,1,-12.85662841796875
512,256,0,-15.996821403503418
513,256,1,-13.488611221313477
514,257,0,-15.277556419372559
515,257,1,-17.364181518554688
516,258,0,-15.392559051513672
517,258,1,-19.074134826660156
518,259,0,-16.32241439819336
519,259,1,-13.903558731079102
520,260,0,-16.702709197998047
521,260,1,-10.78713607788086
522,261,0,-15.896034240722656
523,261,1,-18.297122955322266
524,262,0,-16.016895294189453
525,262,1,-13.765944480895996
526,263,0,-16.150371551513672
527,263,1,-16.560253143310547
528,264,0,-16.37746238708496
529,264,1,-13.329150199890137
530,265,0,-15.939129829406738
531,265,1,-16.45699691772461
532,266,0,-16.07710075378418
533,266,1,-18.468379974365234
534,267,0,-15.861209869384766
535,267,1,-17.966947555541992
536,268,0,-16.76309585571289
537,268,1,-16.896316528320312
538,269,0,-15.732134819030762
539,269,1,-17.172531127929688
540,270,0,-16.959270477294922
541,270,1,-16.426105499267578
542,271,0,-16.686767578125
543,271,1,-15.584983825683594
544,272,0,-16.00718879699707
545,272,1,-19.17374610900879
546,273,0,-16.87612533569336
547,273,1,-15.777196884155273
548,274,0,-16.82659149169922
549,274,1,-15.831395149230957
550,275,0,-16.303783416748047
551,275,1,-18.513751983642578
552,276,0,-16.295917510986328
553,276,1,-20.093185424804688
554,277,0,-17.121145248413086
555,277,1,-14.736015319824219
556,278,0,-16.391441345214844
557,278,1,-14.073948860168457
558,279,0,-16.88475799560547
559,279,1,-15.45479679107666
560,280,0,-16.962387084960938
561,280,1,-19.429325103759766
562,281,0,-16.801193237304688
563,281,1,-15.49396800994873
564,282,0,-16.633922576904297
565,282,1,-19.483173370361328
566,283,0,-16.31614875793457
567,283,1,-20.793121337890625
568,284,0,-17.92022705078125
569,284,1,-15.849431991577148
570,285,0,-17.27487564086914
571,285,1,-16.00252914428711
572,286,0,-17.5093994140625
573,286,1,-16.812297821044922
574,287,0,-17.598491668701172
575,287,1,-15.11350154876709
576,288,0,-16.695777893066406
577,288,1,-18.600868225097656
578,289,0,-16.799091339111328
579,289,1,-19.28805923461914
580,290,0,-17.739604949951172
581,290,1,-15.984776496887207
582,291,0,-16.890649795532227
583,291,1,-19.197498321533203
584,292,0,-17.841899871826172
585,292,1,-16.6599178314209
586,293,0,-18.4626407623291
587,293,1,-11.557901382446289
588,294,0,-17.536514282226562
589,294,1,-15.840303421020508
590,295,0,-17.205413818359375
591,295,1,-17.1009521484375
592,296,0,-17.519824981689453
593,296,1,-16.525354385375977
594,297,0,-17.84112548828125
595,297,1,-20.930299758911133
596,298,0,-16.943195343017578
597,298,1,-19.343196868896484
598,299,0,-17.886444091796875
599,299,1,-18.024555206298828
600,300,0,-17.609050750732422
601,300,1,-19.153301239013672
602,301,0,-18.00347137451172
603,301,1,-18.954439163208008
604,302,0,-17.821636199951172
605,302,1,-18.239749908447266
606,303,0,-18.242599487304688
607,303,1,-15.688209533691406
608,304,0,-17.538681030273438
609,304,1,-18.84735107421875
610,305,0,-17.735595703125
611,305,1,-16.67403793334961
612,306,0,-18.52574920654297
613,306,1,-14.932638168334961
614,307,0,-17.904233932495117
615,307,1,-13.745771408081055
616,308,0,-17.852989196777344
617,308,1,-17.132457733154297
618,309,0,-18.096574783325195
619,309,1,-18.131757736206055
620,310,0,-16.87598419189453
621,310,1,-20.833097457885742
622,311,0,-17.858518600463867
623,311,1,-19.493194580078125
624,312,0,-18.374109268188477
625,312,1,-14.005026817321777
626,313,0,-18.06332778930664
627,313,1,-20.38229751586914
628,314,0,-18.88570785522461
629,314,1,-15.148164749145508
630,315,0,-18.00920867919922
631,315,1,-20.633075714111328
632,316,0,-18.217430114746094
633,316,1,-20.114303588867188
634,317,0,-18.230504989624023
635,317,1,-15.88519287109375
636,318,0,-18.490182876586914
637,318,1,-19.075511932373047
638,319,0,-18.546428680419922
639,319,1,-17.906429290771484
640,320,0,-18.030174255371094
641,320,1,-21.820968627929688
642,321,0,-18.283193588256836
643,321,1,-19.740459442138672
644,322,0,-18.932653427124023
645,322,1,-18.386085510253906
646,323,0,-19.048622131347656
647,323,1,-17.028793334960938
648,324,0,-18.61728858947754
649,324,1,-19.486305236816406
650,325,0,-19.26801109313965
651,325,1,-16.566516876220703
652,326,0,-18.310169219970703
653,326,1,-20.70916748046875
654,327,0,-18.387924194335938
655,327,1,-18.319564819335938
656,328,0,-19.641014099121094
657,328,1,-14.461852073669434
658,329,0,-19.06069564819336
659,329,1,-17.19983673095703
660,330,0,-19.247827529907227
661,330,1,-16.372982025146484
662,331,0,-19.45077896118164
663,331,1,-12.770660400390625
664,332,0,-18.396644592285156
665,332,1,-21.18240737915039
666,333,0,-18.853408813476562
667,333,1,-19.525859832763672
668,334,0,-19.321109771728516
669,334,1,-16.071937561035156
670,335,0,-19.105100631713867
671,335,1,-18.343164443969727
672,336,0,-19.500911712646484
673,336,1,-16.645713806152344
674,337,0,-19.41837501525879
675,337,1,-19.996261596679688
676,338,0,-19.82257652282715
677,338,1,-14.679972648620605
678,339,0,-20.374134063720703
679,339,1,-13.517036437988281
680,340,0,-18.982025146484375
681,340,1,-17.25725555419922
682,341,0,-18.741405487060547
683,341,1,-20.39459991455078
684,342,0,-19.649391174316406
685,342,1,-14.768054008483887
